<NUMBER OF ZONES> 	1790
<NUMBER OF NODES> 	12979
<FIRST THRU NODE> 	1791
<NUMBER OF LINKS> 	39018
<END OF METADATA> 	

~ 	 Init node 	 Term node 	 Capacity 	 Length 	 Free Flow Time 	 B 	 Power 	 Speed limit 	 Toll 	 Type 	 ;
	48	10339	100000	0.5	0	0.14999999999999999445	4	25	0	3	;
	49	10340	100000	0.5	0	0.14999999999999999445	4	25	0	3	;
	50	10341	100000	0.5	0	0.14999999999999999445	4	25	0	3	;
	51	10342	100000	0.5	0	0.14999999999999999445	4	25	0	3	;
	52	10343	100000	0.5	0	0.14999999999999999445	4	25	0	3	;
	53	10344	100000	0.52000000000000001776	0	0.14999999999999999445	4	25	0	3	;
	54	4051	100000	0.11999999999999999556	0	0.14999999999999999445	4	25	0	3	;
	55	2447	100000	0.11999999999999999556	0	0.14999999999999999445	4	25	0	3	;
	56	4053	100000	0.11999999999999999556	0	0.14999999999999999445	4	25	0	3	;
	57	4056	100000	0.11999999999999999556	0	0.14999999999999999445	4	25	0	3	;
	58	4065	100000	0.13000000000000000444	0	0.14999999999999999445	4	25	0	3	;
	59	2462	100000	0.13000000000000000444	0	0.14999999999999999445	4	25	0	3	;
	60	4100	100000	0.2999999999999999889	0	0.14999999999999999445	4	25	0	3	;
	61	10351	100000	0.13000000000000000444	0	0.14999999999999999445	4	25	0	3	;
	62	7517	100000	0.13000000000000000444	0	0.14999999999999999445	4	25	0	3	;
	63	9339	100000	0.13000000000000000444	0	0.14999999999999999445	4	25	0	3	;
	64	10352	100000	0.13000000000000000444	0	0.14999999999999999445	4	25	0	3	;
	65	10353	100000	0.14999999999999999445	0	0.14999999999999999445	4	25	0	3	;
	66	9911	100000	0.14999999999999999445	0	0.14999999999999999445	4	25	0	3	;
	67	4726	100000	0.11999999999999999556	0	0.14999999999999999445	4	25	0	3	;
	68	9340	100000	0.11999999999999999556	0	0.14999999999999999445	4	25	0	3	;
	69	2547	100000	0.11999999999999999556	0	0.14999999999999999445	4	25	0	3	;
	70	2548	100000	0.11999999999999999556	0	0.14999999999999999445	4	25	0	3	;
	71	10356	100000	0.13000000000000000444	0	0.14999999999999999445	4	25	0	3	;
	72	9917	100000	0.16000000000000000333	0	0.14999999999999999445	4	25	0	3	;
	73	10354	100000	0.13000000000000000444	0	0.14999999999999999445	4	25	0	3	;
	74	2645	100000	0.13000000000000000444	0	0.14999999999999999445	4	25	0	3	;
	75	2683	100000	0.13000000000000000444	0	0.14999999999999999445	4	25	0	3	;
	76	2702	100000	0.13000000000000000444	0	0.14999999999999999445	4	25	0	3	;
	77	4363	100000	0.14000000000000001332	0	0.14999999999999999445	4	25	0	3	;
	78	2485	100000	0.16000000000000000333	0	0.14999999999999999445	4	25	0	3	;
	79	4738	100000	0.11999999999999999556	0	0.14999999999999999445	4	25	0	3	;
	80	2650	100000	0.11999999999999999556	0	0.14999999999999999445	4	25	0	3	;
	81	4414	100000	0.11999999999999999556	0	0.14999999999999999445	4	25	0	3	;
	82	10360	100000	0.11999999999999999556	0	0.14999999999999999445	4	25	0	3	;
	83	10361	100000	0.13000000000000000444	0	0.14999999999999999445	4	25	0	3	;
	84	4474	100000	0.19000000000000000222	0	0.14999999999999999445	4	25	0	3	;
	85	4324	100000	0.13000000000000000444	0	0.14999999999999999445	4	25	0	3	;
	86	2675	100000	0.13000000000000000444	0	0.14999999999999999445	4	25	0	3	;
	87	4505	100000	0.13000000000000000444	0	0.14999999999999999445	4	25	0	3	;
	88	2780	100000	0.13000000000000000444	0	0.14999999999999999445	4	25	0	3	;
	89	4530	100000	0.14000000000000001332	0	0.14999999999999999445	4	25	0	3	;
	90	4336	100000	0.11999999999999999556	0	0.14999999999999999445	4	25	0	3	;
	91	4344	100000	0.13000000000000000444	0	0.14999999999999999445	4	25	0	3	;
	92	4513	100000	0.13000000000000000444	0	0.14999999999999999445	4	25	0	3	;
	93	9345	100000	0.11999999999999999556	0	0.14999999999999999445	4	25	0	3	;
	94	10364	100000	0.13000000000000000444	0	0.14999999999999999445	4	25	0	3	;
	95	4544	100000	0.2000000000000000111	0	0.14999999999999999445	4	25	0	3	;
	96	4338	100000	0.13000000000000000444	0	0.14999999999999999445	4	25	0	3	;
	97	4642	100000	0.13000000000000000444	0	0.14999999999999999445	4	25	0	3	;
	98	10363	100000	0.13000000000000000444	0	0.14999999999999999445	4	25	0	3	;
	99	2500	100000	0.13000000000000000444	0	0.14999999999999999445	4	25	0	3	;
	100	2514	100000	0.14000000000000001332	0	0.14999999999999999445	4	25	0	3	;
	101	2426	100000	0.25	0	0.14999999999999999445	4	25	0	3	;
	102	6438	100000	0.25	0	0.14999999999999999445	4	25	0	3	;
	103	2556	100000	0.25	0	0.14999999999999999445	4	25	0	3	;
	104	10347	100000	0.25	0	0.14999999999999999445	4	25	0	3	;
	105	6629	100000	0.17000000000000001221	0	0.14999999999999999445	4	25	0	3	;
	106	6759	100000	0.25	0	0.14999999999999999445	4	25	0	3	;
	107	10346	100000	0.25	0	0.14999999999999999445	4	25	0	3	;
	108	2555	100000	0.25	0	0.14999999999999999445	4	25	0	3	;
	109	8842	100000	0.25	0	0.14999999999999999445	4	25	0	3	;
	110	10348	100000	0.28000000000000002665	0	0.14999999999999999445	4	25	0	3	;
	111	10350	100000	0.25	0	0.14999999999999999445	4	25	0	3	;
	112	6763	100000	0.25	0	0.14999999999999999445	4	25	0	3	;
	113	6918	100000	0.25	0	0.14999999999999999445	4	25	0	3	;
	114	12839	100000	0.25	0	0.14999999999999999445	4	25	0	3	;
	115	4328	100000	0.25	0	0.14999999999999999445	4	25	0	3	;
	116	6933	100000	0.25	0	0.14999999999999999445	4	25	0	3	;
	117	4329	100000	0.25	0	0.14999999999999999445	4	25	0	3	;
	118	7025	100000	0.25	0	0.14999999999999999445	4	25	0	3	;
	119	7029	100000	0.25	0	0.14999999999999999445	4	25	0	3	;
	120	7032	100000	0.25	0	0.14999999999999999445	4	25	0	3	;
	121	10367	100000	0.25	0	0.14999999999999999445	4	25	0	3	;
	122	9232	100000	0.25	0	0.14999999999999999445	4	25	0	3	;
	123	9237	100000	0.25	0	0.14999999999999999445	4	25	0	3	;
	124	4362	100000	0.34000000000000002442	0	0.14999999999999999445	4	25	0	3	;
	125	7470	100000	0.25	0	0.14999999999999999445	4	25	0	3	;
	126	2029	100000	0.25	0	0.14999999999999999445	4	25	0	3	;
	127	8053	100000	0.25	0	0.14999999999999999445	4	25	0	3	;
	128	7518	100000	0.25	0	0.14999999999999999445	4	25	0	3	;
	129	2552	100000	0.28000000000000002665	0	0.14999999999999999445	4	25	0	3	;
	130	10345	100000	0.5	0	0.14999999999999999445	4	25	0	3	;
	131	10349	100000	0.5	0	0.14999999999999999445	4	25	0	3	;
	132	10357	100000	0.51000000000000000888	0	0.14999999999999999445	4	25	0	3	;
	133	10365	100000	0.5	0	0.14999999999999999445	4	25	0	3	;
	134	10369	100000	0.5	0	0.14999999999999999445	4	25	0	3	;
	135	10370	100000	0.5	0	0.14999999999999999445	4	25	0	3	;
	136	10371	100000	0.5	0	0.14999999999999999445	4	25	0	3	;
	137	10372	100000	0.46999999999999997335	0	0.14999999999999999445	4	25	0	3	;
	138	10373	100000	0.5	0	0.14999999999999999445	4	25	0	3	;
	139	10374	100000	0.51000000000000000888	0	0.14999999999999999445	4	25	0	3	;
	140	10375	100000	0.51000000000000000888	0	0.14999999999999999445	4	25	0	3	;
	141	10376	100000	0.55000000000000004441	0	0.14999999999999999445	4	25	0	3	;
	142	10377	100000	0.5	0	0.14999999999999999445	4	25	0	3	;
	143	10378	100000	0.5	0	0.14999999999999999445	4	25	0	3	;
	144	10379	100000	0.5	0	0.14999999999999999445	4	25	0	3	;
	145	10380	100000	0.5	0	0.14999999999999999445	4	25	0	3	;
	146	10381	100000	0.4000000000000000222	0	0.14999999999999999445	4	25	0	3	;
	147	10382	100000	0.5	0	0.14999999999999999445	4	25	0	3	;
	148	10383	100000	0.51000000000000000888	0	0.14999999999999999445	4	25	0	3	;
	149	10384	100000	0.51000000000000000888	0	0.14999999999999999445	4	25	0	3	;
	150	10385	100000	0.5	0	0.14999999999999999445	4	25	0	3	;
	151	10386	100000	0.56000000000000005329	0	0.14999999999999999445	4	25	0	3	;
	152	10387	100000	0.5	0	0.14999999999999999445	4	25	0	3	;
	153	10388	100000	0.5	0	0.14999999999999999445	4	25	0	3	;
	154	10389	100000	0.5	0	0.14999999999999999445	4	25	0	3	;
	155	10390	100000	0.5	0	0.14999999999999999445	4	25	0	3	;
	156	10391	100000	0.51000000000000000888	0	0.14999999999999999445	4	25	0	3	;
	157	10392	100000	0.36999999999999999556	0	0.14999999999999999445	4	25	0	3	;
	158	10393	100000	0.5	0	0.14999999999999999445	4	25	0	3	;
	159	10394	100000	0.5	0	0.14999999999999999445	4	25	0	3	;
	160	10395	100000	0.5	0	0.14999999999999999445	4	25	0	3	;
	161	10396	100000	0.5	0	0.14999999999999999445	4	25	0	3	;
	162	10397	100000	0.5	0	0.14999999999999999445	4	25	0	3	;
	163	10398	100000	0.46999999999999997335	0	0.14999999999999999445	4	25	0	3	;
	164	10399	100000	0.5	0	0.14999999999999999445	4	25	0	3	;
	165	10400	100000	0.5	0	0.14999999999999999445	4	25	0	3	;
	166	10401	100000	0.5	0	0.14999999999999999445	4	25	0	3	;
	167	10402	100000	0.5	0	0.14999999999999999445	4	25	0	3	;
	168	10403	100000	0.51000000000000000888	0	0.14999999999999999445	4	25	0	3	;
	169	10404	100000	0.5	0	0.14999999999999999445	4	25	0	3	;
	170	10405	100000	0.5	0	0.14999999999999999445	4	25	0	3	;
	171	10406	100000	0.5	0	0.14999999999999999445	4	25	0	3	;
	172	10407	100000	0.48999999999999999112	0	0.14999999999999999445	4	25	0	3	;
	173	10408	100000	0.51000000000000000888	0	0.14999999999999999445	4	25	0	3	;
	174	10409	100000	0.5	0	0.14999999999999999445	4	25	0	3	;
	175	10410	100000	0.5	0	0.14999999999999999445	4	25	0	3	;
	176	10411	100000	0.51000000000000000888	0	0.14999999999999999445	4	25	0	3	;
	177	10412	100000	0.5	0	0.14999999999999999445	4	25	0	3	;
	178	10413	100000	0.5	0	0.14999999999999999445	4	25	0	3	;
	179	10414	100000	0.51000000000000000888	0	0.14999999999999999445	4	25	0	3	;
	180	10415	100000	0.5	0	0.14999999999999999445	4	25	0	3	;
	181	10416	100000	0.5	0	0.14999999999999999445	4	25	0	3	;
	182	10417	100000	0.5	0	0.14999999999999999445	4	25	0	3	;
	183	10418	100000	0.5	0	0.14999999999999999445	4	25	0	3	;
	184	10419	100000	0.5	0	0.14999999999999999445	4	25	0	3	;
	185	10420	100000	0.5	0	0.14999999999999999445	4	25	0	3	;
	186	10421	100000	0.5	0	0.14999999999999999445	4	25	0	3	;
	187	10422	100000	0.57999999999999996003	0	0.14999999999999999445	4	25	0	3	;
	188	10423	100000	0.5	0	0.14999999999999999445	4	25	0	3	;
	189	10424	100000	0.5	0	0.14999999999999999445	4	25	0	3	;
	190	10425	100000	0.5	0	0.14999999999999999445	4	25	0	3	;
	191	10426	100000	0.5	0	0.14999999999999999445	4	25	0	3	;
	192	10427	100000	0.56999999999999995115	0	0.14999999999999999445	4	25	0	3	;
	193	10428	100000	0.57999999999999996003	0	0.14999999999999999445	4	25	0	3	;
	194	10429	100000	0.5	0	0.14999999999999999445	4	25	0	3	;
	195	10430	100000	0.5	0	0.14999999999999999445	4	25	0	3	;
	196	10431	100000	0.5	0	0.14999999999999999445	4	25	0	3	;
	197	10432	100000	0.56999999999999995115	0	0.14999999999999999445	4	25	0	3	;
	198	10433	100000	0.56000000000000005329	0	0.14999999999999999445	4	25	0	3	;
	199	10434	100000	0.5	0	0.14999999999999999445	4	25	0	3	;
	200	10435	100000	0.5	0	0.14999999999999999445	4	25	0	3	;
	201	10436	100000	0.51000000000000000888	0	0.14999999999999999445	4	25	0	3	;
	202	10437	100000	0.56000000000000005329	0	0.14999999999999999445	4	25	0	3	;
	203	10438	100000	0.56000000000000005329	0	0.14999999999999999445	4	25	0	3	;
	204	10439	100000	0.5	0	0.14999999999999999445	4	25	0	3	;
	205	10440	100000	0.5	0	0.14999999999999999445	4	25	0	3	;
	206	10441	100000	0.5	0	0.14999999999999999445	4	25	0	3	;
	207	10442	100000	0.56000000000000005329	0	0.14999999999999999445	4	25	0	3	;
	208	10443	100000	0.56000000000000005329	0	0.14999999999999999445	4	25	0	3	;
	209	10444	100000	0.5	0	0.14999999999999999445	4	25	0	3	;
	210	10445	100000	0.5	0	0.14999999999999999445	4	25	0	3	;
	211	10446	100000	0.5	0	0.14999999999999999445	4	25	0	3	;
	212	10447	100000	0.56000000000000005329	0	0.14999999999999999445	4	25	0	3	;
	213	10448	100000	0.56000000000000005329	0	0.14999999999999999445	4	25	0	3	;
	214	10449	100000	0.5	0	0.14999999999999999445	4	25	0	3	;
	215	10450	100000	0.51000000000000000888	0	0.14999999999999999445	4	25	0	3	;
	216	10451	100000	0.51000000000000000888	0	0.14999999999999999445	4	25	0	3	;
	217	10452	100000	0.5	0	0.14999999999999999445	4	25	0	3	;
	218	10453	100000	0.56000000000000005329	0	0.14999999999999999445	4	25	0	3	;
	219	10454	100000	0.5	0	0.14999999999999999445	4	25	0	3	;
	220	10455	100000	0.5	0	0.14999999999999999445	4	25	0	3	;
	221	10456	100000	0.5	0	0.14999999999999999445	4	25	0	3	;
	222	10457	100000	0.5	0	0.14999999999999999445	4	25	0	3	;
	223	10458	100000	0.5	0	0.14999999999999999445	4	25	0	3	;
	224	10459	100000	0.5	0	0.14999999999999999445	4	25	0	3	;
	225	10460	100000	0.5	0	0.14999999999999999445	4	25	0	3	;
	226	10461	100000	0.5	0	0.14999999999999999445	4	25	0	3	;
	227	10462	100000	0.5	0	0.14999999999999999445	4	25	0	3	;
	228	10463	100000	0.5	0	0.14999999999999999445	4	25	0	3	;
	229	10464	100000	0.5	0	0.14999999999999999445	4	25	0	3	;
	230	10465	100000	0.5	0	0.14999999999999999445	4	25	0	3	;
	231	10466	100000	0.5	0	0.14999999999999999445	4	25	0	3	;
	232	10467	100000	0.5	0	0.14999999999999999445	4	25	0	3	;
	233	10468	100000	0.5	0	0.14999999999999999445	4	25	0	3	;
	234	10469	100000	0.5	0	0.14999999999999999445	4	25	0	3	;
	235	10470	100000	0.5	0	0.14999999999999999445	4	25	0	3	;
	236	10471	100000	0.5	0	0.14999999999999999445	4	25	0	3	;
	237	10472	100000	0.5	0	0.14999999999999999445	4	25	0	3	;
	238	10473	100000	0.51000000000000000888	0	0.14999999999999999445	4	25	0	3	;
	239	10474	100000	0.5	0	0.14999999999999999445	4	25	0	3	;
	240	10475	100000	0.5	0	0.14999999999999999445	4	25	0	3	;
	241	10476	100000	0.5	0	0.14999999999999999445	4	25	0	3	;
	242	10477	100000	0.5	0	0.14999999999999999445	4	25	0	3	;
	243	10478	100000	0.5	0	0.14999999999999999445	4	25	0	3	;
	244	10479	100000	0.51000000000000000888	0	0.14999999999999999445	4	25	0	3	;
	245	10480	100000	0.5	0	0.14999999999999999445	4	25	0	3	;
	246	10481	100000	0.5	0	0.14999999999999999445	4	25	0	3	;
	247	10482	100000	0.5	0	0.14999999999999999445	4	25	0	3	;
	248	10483	100000	0.51000000000000000888	0	0.14999999999999999445	4	25	0	3	;
	249	10484	100000	0.51000000000000000888	0	0.14999999999999999445	4	25	0	3	;
	250	10485	100000	1.0100000000000000089	0	0.14999999999999999445	4	25	0	3	;
	251	10486	100000	1.0100000000000000089	0	0.14999999999999999445	4	25	0	3	;
	252	10487	100000	0.51000000000000000888	0	0.14999999999999999445	4	25	0	3	;
	253	10488	100000	0.5	0	0.14999999999999999445	4	25	0	3	;
	254	10489	100000	0.5	0	0.14999999999999999445	4	25	0	3	;
	255	10490	100000	0.5	0	0.14999999999999999445	4	25	0	3	;
	256	10806	100000	0.51000000000000000888	0	0.14999999999999999445	4	25	0	3	;
	257	10812	100000	0.5	0	0.14999999999999999445	4	25	0	3	;
	258	10492	100000	1	0	0.14999999999999999445	4	25	0	3	;
	259	10493	100000	0.5	0	0.14999999999999999445	4	25	0	3	;
	260	10494	100000	0.5	0	0.14999999999999999445	4	25	0	3	;
	261	10491	100000	0.51000000000000000888	0	0.14999999999999999445	4	25	0	3	;
	262	10811	100000	0.5	0	0.14999999999999999445	4	25	0	3	;
	263	10495	100000	1.0100000000000000089	0	0.14999999999999999445	4	25	0	3	;
	264	10496	100000	1	0	0.14999999999999999445	4	25	0	3	;
	265	10497	100000	1.0100000000000000089	0	0.14999999999999999445	4	25	0	3	;
	266	10498	100000	0.46999999999999997335	0	0.14999999999999999445	4	25	0	3	;
	267	10499	100000	0.5	0	0.14999999999999999445	4	25	0	3	;
	268	11188	100000	0.35999999999999998668	0	0.14999999999999999445	4	25	0	3	;
	269	10500	100000	0.5	0	0.14999999999999999445	4	25	0	3	;
	270	10501	100000	0.55000000000000004441	0	0.14999999999999999445	4	25	0	3	;
	271	10502	100000	0.5	0	0.14999999999999999445	4	25	0	3	;
	272	10503	100000	0.5	0	0.14999999999999999445	4	25	0	3	;
	273	10504	100000	0.46999999999999997335	0	0.14999999999999999445	4	25	0	3	;
	274	10505	100000	0.5	0	0.14999999999999999445	4	25	0	3	;
	275	10506	100000	0.5	0	0.14999999999999999445	4	25	0	3	;
	276	10507	100000	0.5	0	0.14999999999999999445	4	25	0	3	;
	277	10508	100000	0.48999999999999999112	0	0.14999999999999999445	4	25	0	3	;
	278	10509	100000	0.5	0	0.14999999999999999445	4	25	0	3	;
	279	10510	100000	0.5	0	0.14999999999999999445	4	25	0	3	;
	280	10511	100000	0.5	0	0.14999999999999999445	4	25	0	3	;
	281	10512	100000	0.48999999999999999112	0	0.14999999999999999445	4	25	0	3	;
	282	10513	100000	0.46000000000000001998	0	0.14999999999999999445	4	25	0	3	;
	283	10514	100000	0.42999999999999999334	0	0.14999999999999999445	4	25	0	3	;
	284	10515	100000	0.40999999999999997558	0	0.14999999999999999445	4	25	0	3	;
	285	10516	100000	0.40999999999999997558	0	0.14999999999999999445	4	25	0	3	;
	286	10517	100000	0.4000000000000000222	0	0.14999999999999999445	4	25	0	3	;
	287	10518	100000	0.4000000000000000222	0	0.14999999999999999445	4	25	0	3	;
	288	10519	100000	0.38000000000000000444	0	0.14999999999999999445	4	25	0	3	;
	289	10520	100000	0.51000000000000000888	0	0.14999999999999999445	4	25	0	3	;
	290	10521	100000	0.5	0	0.14999999999999999445	4	25	0	3	;
	291	10522	100000	0.5	0	0.14999999999999999445	4	25	0	3	;
	292	10523	100000	0.5	0	0.14999999999999999445	4	25	0	3	;
	293	10524	100000	0.5	0	0.14999999999999999445	4	25	0	3	;
	294	10525	100000	0.48999999999999999112	0	0.14999999999999999445	4	25	0	3	;
	295	10526	100000	0.51000000000000000888	0	0.14999999999999999445	4	25	0	3	;
	296	10527	100000	0.5	0	0.14999999999999999445	4	25	0	3	;
	297	10528	100000	0.5	0	0.14999999999999999445	4	25	0	3	;
	298	10529	100000	0.5	0	0.14999999999999999445	4	25	0	3	;
	299	10530	100000	0.5	0	0.14999999999999999445	4	25	0	3	;
	300	10531	100000	0.48999999999999999112	0	0.14999999999999999445	4	25	0	3	;
	301	10532	100000	0.51000000000000000888	0	0.14999999999999999445	4	25	0	3	;
	302	10533	100000	0.5	0	0.14999999999999999445	4	25	0	3	;
	303	10534	100000	0.5	0	0.14999999999999999445	4	25	0	3	;
	304	10535	100000	0.5	0	0.14999999999999999445	4	25	0	3	;
	305	10536	100000	0.5	0	0.14999999999999999445	4	25	0	3	;
	306	10537	100000	0.48999999999999999112	0	0.14999999999999999445	4	25	0	3	;
	307	10538	100000	0.51000000000000000888	0	0.14999999999999999445	4	25	0	3	;
	308	10539	100000	0.5	0	0.14999999999999999445	4	25	0	3	;
	309	10540	100000	0.5	0	0.14999999999999999445	4	25	0	3	;
	310	10541	100000	0.5	0	0.14999999999999999445	4	25	0	3	;
	311	10542	100000	0.5	0	0.14999999999999999445	4	25	0	3	;
	312	10543	100000	0.5	0	0.14999999999999999445	4	25	0	3	;
	313	10544	100000	0.5	0	0.14999999999999999445	4	25	0	3	;
	314	10545	100000	0.48999999999999999112	0	0.14999999999999999445	4	25	0	3	;
	315	10546	100000	0.51000000000000000888	0	0.14999999999999999445	4	25	0	3	;
	316	10547	100000	0.5	0	0.14999999999999999445	4	25	0	3	;
	317	10548	100000	0.5	0	0.14999999999999999445	4	25	0	3	;
	318	10549	100000	0.5	0	0.14999999999999999445	4	25	0	3	;
	319	10550	100000	0.5	0	0.14999999999999999445	4	25	0	3	;
	320	10551	100000	0.51000000000000000888	0	0.14999999999999999445	4	25	0	3	;
	321	10552	100000	0.51000000000000000888	0	0.14999999999999999445	4	25	0	3	;
	322	10553	100000	0.5	0	0.14999999999999999445	4	25	0	3	;
	323	10554	100000	0.5	0	0.14999999999999999445	4	25	0	3	;
	324	10555	100000	0.5	0	0.14999999999999999445	4	25	0	3	;
	325	10556	100000	0.53000000000000002665	0	0.14999999999999999445	4	25	0	3	;
	326	10557	100000	0.53000000000000002665	0	0.14999999999999999445	4	25	0	3	;
	327	10558	100000	0.52000000000000001776	0	0.14999999999999999445	4	25	0	3	;
	328	10559	100000	0.5	0	0.14999999999999999445	4	25	0	3	;
	329	10560	100000	0.5	0	0.14999999999999999445	4	25	0	3	;
	330	10561	100000	0.5	0	0.14999999999999999445	4	25	0	3	;
	331	10562	100000	0.52000000000000001776	0	0.14999999999999999445	4	25	0	3	;
	332	10563	100000	0.51000000000000000888	0	0.14999999999999999445	4	25	0	3	;
	333	10564	100000	0.51000000000000000888	0	0.14999999999999999445	4	25	0	3	;
	334	10565	100000	0.5	0	0.14999999999999999445	4	25	0	3	;
	335	10566	100000	0.5	0	0.14999999999999999445	4	25	0	3	;
	336	10567	100000	0.5	0	0.14999999999999999445	4	25	0	3	;
	337	10568	100000	0.52000000000000001776	0	0.14999999999999999445	4	25	0	3	;
	338	10569	100000	0.5	0	0.14999999999999999445	4	25	0	3	;
	339	10570	100000	0.51000000000000000888	0	0.14999999999999999445	4	25	0	3	;
	340	10571	100000	0.5	0	0.14999999999999999445	4	25	0	3	;
	341	10572	100000	0.5	0	0.14999999999999999445	4	25	0	3	;
	342	10573	100000	0.5	0	0.14999999999999999445	4	25	0	3	;
	343	10574	100000	0.52000000000000001776	0	0.14999999999999999445	4	25	0	3	;
	344	10575	100000	0.51000000000000000888	0	0.14999999999999999445	4	25	0	3	;
	345	10576	100000	0.51000000000000000888	0	0.14999999999999999445	4	25	0	3	;
	346	10577	100000	0.51000000000000000888	0	0.14999999999999999445	4	25	0	3	;
	347	10578	100000	0.51000000000000000888	0	0.14999999999999999445	4	25	0	3	;
	348	10579	100000	0.51000000000000000888	0	0.14999999999999999445	4	25	0	3	;
	349	10580	100000	0.52000000000000001776	0	0.14999999999999999445	4	25	0	3	;
	350	10581	100000	0.5	0	0.14999999999999999445	4	25	0	3	;
	351	10582	100000	0.51000000000000000888	0	0.14999999999999999445	4	25	0	3	;
	352	10583	100000	0.5	0	0.14999999999999999445	4	25	0	3	;
	353	10584	100000	0.5	0	0.14999999999999999445	4	25	0	3	;
	354	10585	100000	0.5	0	0.14999999999999999445	4	25	0	3	;
	355	10586	100000	0.51000000000000000888	0	0.14999999999999999445	4	25	0	3	;
	356	10587	100000	0.51000000000000000888	0	0.14999999999999999445	4	25	0	3	;
	357	10588	100000	0.51000000000000000888	0	0.14999999999999999445	4	25	0	3	;
	358	10589	100000	0.51000000000000000888	0	0.14999999999999999445	4	25	0	3	;
	359	10590	100000	0.5	0	0.14999999999999999445	4	25	0	3	;
	360	10591	100000	0.5	0	0.14999999999999999445	4	25	0	3	;
	361	10592	100000	0.51000000000000000888	0	0.14999999999999999445	4	25	0	3	;
	362	10593	100000	0.51000000000000000888	0	0.14999999999999999445	4	25	0	3	;
